SeedDensity,PlantDensity,Run,pEscape,timeEscape,pExtinct,timeExtinct,pRWplant,timeRWplant,pRRplant,timeRRplant
160,2,60,0.438,0.185212182676766,0.562,2.81985469271081,1,13.6191588785047,1,1.54545454545455
160,2,61,0.456,0.224225905619117,0.544,2.72465424285045,1,15.7522321428571,1,2.25
160,2,62,0.445,0.209330333090356,0.555,2.70596545858201,1,15.1563218390805,1,1.16666666666667
160,2,63,0.431,0.174056349633949,0.569,2.72359015091342,1,12.8548009367682,1,0.833333333333333
160,2,64,0.443,0.218299369315121,0.557,2.61096372420341,1,15.6742596810934,1,1.75
160,2,65,0.44,0.201882546825975,0.56,2.60194121367098,1,14.7175925925926,1,1.5
160,2,66,0.457,0.201343770798339,0.543,2.51823255309926,1,14.1269487750557,1,1.25
160,2,67,0.44,0.205178588406808,0.56,2.59649871904355,1,14.9606481481481,1,1.3
160,2,68,0.446,0.209171869552816,0.554,2.4501393783201,1,15.1751152073733,1,1.16666666666667
160,2,69,0.45,0.221595410895953,0.55,2.45196495230195,1,15.8344671201814,1,1.15384615384615
160,2,70,0.446,0.192850125186195,0.554,2.39833887043189,1,13.8901601830664,1,1.6
160,2,71,0.418,0.159255855227712,0.582,2.50521253021757,1,12.3448275862069,1,1.07142857142857
160,2,72,0.47,0.226729629512249,0.53,2.21529745042493,1,15.5490196078431,1,1.54545454545455
160,2,73,0.444,0.202801635343707,0.556,2.29207314084024,1,14.6247139588101,1,1.14285714285714
160,2,74,0.439,0.205970906094508,0.561,2.30351314103339,1,15.0979020979021,1,2.2
160,2,75,0.448,0.220486166133173,0.552,2.23454463028799,1,15.7840909090909,1,1.5
160,2,76,0.457,0.218457832852661,0.543,2.19126584067461,1,15.2594235033259,1,1.5
160,2,77,0.443,0.195036922004247,0.557,2.20278533398433,1,14.1451612903226,1,1.5
160,2,78,0.445,0.221151712990841,0.555,2.16320066106597,1,15.9450800915332,1,1.2
160,2,79,0.444,0.201597312458403,0.556,2.13510266986991,1,14.4783599088838,1,1
160,2,80,0.451,0.205558900896904,0.549,2.08108168610508,1,14.7045454545455,1,1.45454545454545
160,2,81,0.432,0.205083510284284,0.568,2.13939300161365,1,15.1381733021077,1,1.33333333333333
160,2,82,0.437,0.210154343485564,0.563,2.09857648137636,1,15.56,1,1.46666666666667
160,2,83,0.42,0.202009317656007,0.58,2.11081885214092,1,15.5219512195122,1,1
160,2,84,0.438,0.205717364434444,0.562,2.03216598500341,1,15.0720930232558,1,1.2
160,2,85,0.438,0.200171140620543,0.562,2.00932513787732,1,14.7219626168224,1,1.42857142857143
160,2,86,0.434,0.198047729217507,0.566,2.00168497254119,1,14.8004750593824,1,1.33333333333333
160,2,87,0.425,0.18340569834881,0.575,2.00464571299361,1,13.7875894988067,1,1.57142857142857
160,2,88,0.441,0.209615567457928,0.559,1.92878917205219,1,15.2847222222222,1,1.15384615384615
