SeedDensity,PlantDensity,Run,pEscape,timeEscape,pExtinct,timeExtinct,pRWplant,timeRWplant,pRRplant,timeRRplant
120,1.5,64,0.388,0.190954296392487,0.612,Inf,1,15.5541237113402,1,16.5231958762887
120,1.5,65,0.384,0.190130807968834,0.616,Inf,1,15.6536458333333,1,16.6119791666667
120,1.5,66,0.357,0.182782757419314,0.643,Inf,1,16.1960784313725,1,17.1344537815126
120,1.5,67,0.406,0.196877078516454,0.594,Inf,1,15.3325123152709,1,16.2881773399015
120,1.5,68,0.364,0.181230798467045,0.636,Inf,1,15.728021978022,1,16.7115384615385
120,1.5,69,0.401,0.220093117537136,0.599,Inf,1,17.354114713217,1,18.3017456359102
120,1.5,70,0.374,0.170557121591233,0.626,Inf,1,14.4224598930481,1,15.3743315508021
120,1.5,71,0.369,0.176004814240015,0.631,Inf,1,15.0731707317073,1,16.0460704607046
120,1.5,72,0.371,0.189560700598613,0.629,Inf,1,16.1401617250674,1,17.1239892183288
120,1.5,73,0.4,0.196972096411491,0.6,Inf,1,15.5675,1,16.5275
120,1.5,74,0.385,0.191872802711177,0.615,Inf,1,15.7558441558442,1,16.7142857142857
120,1.5,75,0.407,0.201976372216767,0.593,Inf,1,15.6781326781327,1,16.6584766584767
120,1.5,76,0.382,0.206378868020144,0.618,Inf,1,17.0732984293194,1,18.0392670157068
120,1.5,77,0.378,0.178380261615938,0.622,Inf,1,14.9179894179894,1,15.8809523809524
120,1.5,78,0.412,0.21752763437114,0.588,Inf,1,16.6917475728155,1,17.6480582524272
120,1.5,79,0.382,0.192252874291325,0.618,Inf,1,15.9057591623037,1,16.8743455497382
120,1.5,80,0.41,0.199315871155734,0.59,Inf,1,15.3658536585366,1,16.3317073170732
120,1.5,81,0.413,0.213346846989516,0.587,Inf,1,16.3535108958838,1,17.2663438256659
120,1.5,82,0.371,0.18718525322269,0.629,Inf,1,15.9407008086253,1,16.9191374663073
120,1.5,83,0.376,0.200519431159535,0.624,Inf,1,16.8643617021277,1,17.811170212766
120,1.5,84,0.392,0.229183162828999,0.608,Inf,1,18.4795918367347,1,19.4387755102041
120,1.5,85,0.35,0.159376682608558,0.65,Inf,1,14.3914285714286,1,15.3628571428571
120,1.5,86,0.39,0.190320843758908,0.61,Inf,1,15.4282051282051,1,16.3871794871795
120,1.5,87,0.398,0.206727266968612,0.602,Inf,1,16.4246231155779,1,17.3743718592965
120,1.5,88,0.412,0.211446489088778,0.588,Inf,1,16.2208737864078,1,17.1868932038835
120,1.5,89,0.393,0.224083869128686,0.607,Inf,1,18.0178117048346,1,18.9872773536896
120,1.5,90,0.4,0.20251480695531,0.6,Inf,1,16.005,1,16.965
120,1.5,91,0.408,0.213726918569664,0.592,Inf,1,16.5612745098039,1,17.5171568627451
120,1.5,92,0.361,0.183257846894498,0.639,Inf,1,16.0387811634349,1,17.0138504155125
120,1.5,93,0.384,0.207297374338834,0.616,Inf,1,17.0572916666667,1,18.03125
120,1.5,94,0.365,0.187406961644443,0.635,Inf,1,16.2301369863014,1,17.1917808219178
120,1.5,95,0.385,0.206378868020144,0.615,Inf,1,16.9480519480519,1,17.9012987012987
120,1.5,96,0.382,0.188547176384886,0.618,Inf,1,15.6073298429319,1,16.5549738219895
120,1.5,97,0.384,0.182022614259019,0.616,Inf,1,14.9869791666667,1,15.9453125
120,1.5,98,0.388,0.201374592214867,0.612,Inf,1,16.3917525773196,1,17.3814432989691
120,1.5,99,0.388,0.183574573211288,0.612,Inf,1,14.9561855670103,1,15.9201030927835
120,1.5,100,0.385,0.18351122794793,0.615,Inf,1,15.0701298701299,1,16.0285714285714
160,2,1,0.431,0.172457479491971,0.569,169.300527240773,1,12.6496519721578,1,13.614849187935
160,2,2,0.467,0.20894435118614,0.533,82.5807622504537,1,14.1498929336188,1,15.1006423982869
160,2,3,0.435,0.192062838501251,0.565,56.7390521895621,1,13.9655172413793,1,14.9126436781609
160,2,4,0.451,0.216672473315808,0.549,41.9864620938628,1,15.1840354767184,1,16.1529933481153
160,2,5,0.46,0.201311246951509,0.54,33.5533381712627,1,13.845652173913,1,14.7891304347826
160,2,6,0.427,0.210939726981915,0.573,29.2811655151697,1,15.6088992974239,1,16.5831381733021
160,2,7,0.451,0.20986285750483,0.549,24.0776173285199,1,14.7073170731707,1,15.6762749445676
160,2,8,0.42,0.178221898457543,0.58,22.1061013907582,1,13.4142857142857,1,14.3785714285714
160,2,9,0.434,0.221328350172616,0.566,19.3483280254777,1,16.1267281105991,1,17.073732718894
160,2,10,0.425,0.176416558451842,0.575,17.4318628326487,1,13.1317647058824,1,14.08
160,2,11,0.441,0.212238304880753,0.559,15.2965248457291,1,15.2086167800454,1,16.1814058956916
160,2,12,0.431,0.199949323789314,0.569,14.398394529508,1,14.6798143851508,1,15.614849187935
160,2,13,0.435,0.213315174357837,0.565,13.2198299506308,1,15.5011494252874,1,16.464367816092
160,2,14,0.458,0.209071041712856,0.542,11.7632116415624,1,14.4301310043668,1,15.3951965065502
160,2,15,0.434,0.194153232192063,0.566,11.3554761904762,1,14.1520737327189,1,15.0967741935484
160,2,16,0.423,0.18965571849365,0.577,10.909658014927,1,14.1678486997636,1,15.1418439716312
160,2,17,0.444,0.209007696449498,0.556,9.79586698835624,1,14.8851351351351,1,15.8400900900901
160,2,18,0.46,0.220061444905457,0.54,9.19021145636851,1,15.1413043478261,1,16.0652173913043
160,2,19,0.438,0.217242580686029,0.562,8.95251527973672,1,15.6643835616438,1,16.6529680365297
160,2,20,0.422,0.199410889050771,0.578,8.74725764737358,1,14.9407582938389,1,15.8957345971564
160,2,21,0.446,0.210496310138409,0.554,8.06960142772159,1,14.9192825112108,1,15.8811659192825
160,2,22,0.45,0.220346498590568,0.55,7.53616952179914,1,15.4844444444444,1,16.4333333333333
160,2,23,0.44,0.216735818579166,0.56,7.43356371825736,1,15.5795454545455,1,16.525
160,2,24,0.464,0.212428340670826,0.536,6.7819279803176,1,14.4719827586207,1,15.4375
160,2,25,0.453,0.198935799575587,0.547,6.6634670487106,1,13.8852097130243,1,14.8454746136865
160,2,26,0.438,0.200772812212967,0.562,6.53918193086352,1,14.4977168949772,1,15.4474885844749
160,2,27,0.457,0.203021569062173,0.543,6.07919017590441,1,14.0525164113786,1,15
160,2,28,0.428,0.186678491115827,0.572,6.17337085118629,1,13.7873831775701,1,14.7546728971963
160,2,29,0.46,0.214645424888354,0.54,5.64338258020647,1,14.7652173913043,1,15.6978260869565
160,2,30,0.452,0.210813036455199,0.548,5.57369207772795,1,14.7544247787611,1,15.6969026548673
160,2,31,0.438,0.195610173249295,0.562,5.56429687048071,1,14.1118721461187,1,15.0867579908676
160,2,32,0.415,0.20650555854686,0.585,5.52937555953447,1,15.7228915662651,1,16.6987951807229
160,2,33,0.449,0.195103411142432,0.551,5.05509417575856,1,13.7371937639198,1,14.7015590200445
160,2,34,0.449,0.214645424888354,0.551,4.92189311689681,1,15.1113585746102,1,16.075723830735
160,2,35,0.441,0.192221201659646,0.559,4.82286387139712,1,13.7981859410431,1,14.7233560090703
160,2,36,0.415,0.176733284768631,0.585,4.94159459190774,1,13.4650602409639,1,14.4265060240964
160,2,37,0.446,0.19637031640959,0.554,4.54416602167183,1,13.9237668161435,1,14.8789237668161
160,2,38,0.422,0.185379913216989,0.578,4.63072941176471,1,13.8862559241706,1,14.8530805687204
160,2,39,0.444,0.211034744876952,0.556,4.27313583417408,1,15.0337837837838,1,15.9774774774775
160,2,40,0.431,0.208722642764387,0.569,4.28263687150838,1,15.3039443155452,1,16.2761020881671
160,2,41,0.436,0.205301998543059,0.564,4.2187540869262,1,14.8876146788991,1,15.8463302752294
160,2,42,0.444,0.212681721724258,0.556,4.04196637582464,1,15.1531531531532,1,16.0945945945946
160,2,43,0.467,0.245652931302062,0.533,3.81896121191943,1,16.6231263383298,1,17.593147751606
160,2,44,0.448,0.212174959617395,0.552,3.83567941415785,1,14.9732142857143,1,15.9330357142857
160,2,45,0.426,0.1850631869002,0.574,3.87055736662161,1,13.7370892018779,1,14.6948356807512
160,2,46,0.446,0.191556076394388,0.554,3.68313365489342,1,13.585201793722,1,14.5358744394619
160,2,47,0.46,0.195293446932506,0.54,3.49916184090216,1,13.4369565217391,1,14.3717391304348
160,2,48,0.426,0.193741487980236,0.574,3.6382447244799,1,14.3708920187793,1,15.3474178403756
160,2,49,0.466,0.217559307002819,0.534,3.29836233367451,1,14.7510729613734,1,15.725321888412
160,2,50,0.45,0.215468913312007,0.55,3.32093456604314,1,15.1422222222222,1,16.0933333333333
160,2,51,0.462,0.228074620720236,0.538,3.20960483757559,1,15.6103896103896,1,16.5606060606061
160,2,52,0.478,0.233300604947265,0.522,3.05447766346751,1,15.4225941422594,1,16.397489539749
160,2,53,0.448,0.19915750799734,0.552,3.15329629378684,1,14.0580357142857,1,15.0133928571429
160,2,54,0.435,0.213156811199443,0.565,3.17338696273643,1,15.4942528735632,1,16.4413793103448
160,2,55,0.472,0.207582428023944,0.528,2.8926202998922,1,13.9152542372881,1,14.853813559322
160,2,56,0.441,0.199474234314129,0.559,3.05633622072506,1,14.312925170068,1,15.2471655328798
160,2,57,0.44,0.20311658695721,0.56,2.9819413803971,1,14.5886363636364,1,15.5590909090909
160,2,58,0.437,0.208722642764387,0.563,2.92338896974577,1,15.0983981693364,1,16.0594965675057
160,2,59,0.467,0.224400595445476,0.533,2.73941387924206,1,15.1798715203426,1,16.1605995717345
160,2,60,0.459,0.232287080733538,0.541,2.75388857254173,1,15.9978213507625,1,16.958605664488
160,2,61,0.451,0.206980648022044,0.549,2.74596060856233,1,14.5188470066519,1,15.4589800443459
160,2,62,0.422,0.217369271212745,0.578,2.84118977213428,1,16.2772511848341,1,17.2488151658768
160,2,63,0.432,0.220473189117284,0.568,2.72771091209857,1,16.1273148148148,1,17.099537037037
160,2,64,0.431,0.186361764799037,0.569,2.74847744941203,1,13.6728538283063,1,14.631090487239
160,2,65,0.443,0.217179235422671,0.557,2.62332817508566,1,15.5079006772009,1,16.4492099322799
160,2,66,0.422,0.19361479745352,0.578,2.69139966273187,1,14.5165876777251,1,15.4549763033175
160,2,67,0.434,0.209387768029646,0.566,2.57119897139184,1,15.2603686635945,1,16.2027649769585
160,2,68,0.443,0.216260729103981,0.557,2.49911583836998,1,15.4379232505643,1,16.3882618510158
160,2,69,0.449,0.20926107750293,0.551,2.42375130072841,1,14.7327394209354,1,15.6971046770601
160,2,70,0.412,0.201184556424793,0.588,2.57707287075945,1,15.4344660194175,1,16.4004854368932
160,2,71,0.413,0.192727963766509,0.587,2.55403256342295,1,14.7578692493947,1,15.7094430992736
160,2,72,0.444,0.200297722737782,0.556,2.34933160737846,1,14.2545045045045,1,15.231981981982
160,2,73,0.454,0.21293510277769,0.546,2.29071395240317,1,14.8215859030837,1,15.795154185022
160,2,74,0.459,0.202451461691952,0.541,2.21889088176838,1,13.9477124183007,1,14.9019607843137
160,2,75,0.441,0.212174959617395,0.559,2.27804481430997,1,15.2018140589569,1,16.1791383219955
160,2,76,0.46,0.189877426915402,0.54,2.17369029912411,1,13.0434782608696,1,14.0195652173913
160,2,77,0.466,0.216260729103981,0.534,2.09102142640647,1,14.6824034334764,1,15.6223175965665
160,2,78,0.439,0.195800209039369,0.561,2.17292644757433,1,14.1070615034169,1,15.0569476082005
160,2,79,0.442,0.200424413264498,0.558,2.15210179504658,1,14.3325791855204,1,15.2963800904977
160,2,80,0.443,0.193361416400089,0.557,2.12282630645994,1,13.8058690744921,1,14.7562076749436
160,2,81,0.427,0.205238653279701,0.573,2.12893221089942,1,15.1967213114754,1,16.152224824356
160,2,82,0.423,0.209197732239572,0.577,2.13688562241617,1,15.6406619385343,1,16.5886524822695
160,2,83,0.457,0.197573876413391,0.543,1.95618244703848,1,13.6783369803063,1,14.6214442013129
160,2,84,0.44,0.212364995407468,0.56,2.02518154634771,1,15.2613636363636,1,16.2136363636364
160,2,85,0.444,0.202799860640421,0.556,1.9911769672408,1,14.4414414414414,1,15.4009009009009
160,2,86,0.425,0.21996642701042,0.575,2.00185606139601,1,16.3623529411765,1,17.32
160,2,87,0.432,0.198143983783613,0.568,1.97930707557864,1,14.4976851851852,1,15.4652777777778
160,2,88,0.46,0.19975928799924,0.54,1.8549705456695,1,13.7391304347826,1,14.6826086956522
